TC_ID	Chr.wt	start	end	Strand.dcp2	Assigned_gene_name	in_coding_gene
3996	chrXI	261294	261408	+	NA	YKL108W
3997	chrXI	261477	261552	+	NA	YKL108W
3998	chrXI	262091	262162	+	YKL095W	NA
3999	chrXI	263325	263341	+	YKL094W	NA
4000	chrXI	264679	264748	+	YKL093W	NA
4001	chrXI	269655	269711	+	NA	NA
4002	chrXI	270973	271010	+	YKL090W	NA
4003	chrXI	271838	271893	+	YKL090W	NA
4004	chrXI	272400	272441	+	NA	YKL118W
4005	chrXI	272943	272980	+	YKL089W	YKL118W
4006	chrXI	273345	273377	+	YKL089W	NA
4007	chrXI	274240	274257	+	NA	YKL120W
4008	chrXI	274363	274372	+	NA	YKL120W
4009	chrXI	275217	275262	+	YKL088W	NA
4010	chrXI	277675	277694	+	YKL086W	NA
4011	chrXI	278157	278263	+	YKL086W	NA
4012	chrXI	278987	279042	+	YKL085W	NA
4013	chrXI	280420	280488	+	YKL084W	NA
4014	chrXI	282589	282645	+	YKL081W	NA
4015	chrXI	282837	282888	+	YKL081W	NA
4016	chrXI	283056	283074	+	NA	YKL127W
4017	chrXI	283714	283982	+	NA	YKL127W
4018	chrXI	284075	284172	+	NA	YKL127W
4019	chrXI	284915	284947	+	YKL080W	NA
4020	chrXI	285642	285681	+	NA	YKL131W
4021	chrXI	286495	286645	+	YKL079W	NA
4022	chrXI	286768	286807	+	NA	YKL136W
4023	chrXI	288812	288823	+	YKL078W	NA
4024	chrXI	291359	291429	+	YKL077W	NA
4025	chrXI	296360	296396	+	YKL073W	NA
4026	chrXI	296469	296502	+	NA	YKL140W
4027	chrXI	298894	298935	+	NA	YKL140W
4028	chrXI	299344	299377	+	YKL072W	NA
4029	chrXI	303286	303323	+	NA	NA
4030	chrXI	304883	304921	+	YKL071W	NA
4031	chrXI	305022	305025	+	YKL071W	NA
4032	chrXI	305073	305089	+	YKL071W	NA
4033	chrXI	307255	307345	+	YKL069W	NA
4034	chrXI	309142	309180	+	YKL068W-A	NA
4035	chrXI	310079	310119	+	YKL068W	NA
4036	chrXI	310178	310219	+	YKL068W	YKL146W
4037	chrXI	313597	313630	+	NA	NA
4038	chrXI	314101	314135	+	YKL067W	NA
4039	chrXI	314673	314766	+	YKL067W	NA
4040	chrXI	314869	315009	+	YKL066W	YKL150W
4041	chrXI	315040	315053	+	YKL066W	YKL150W
4042	chrXI	315601	315661	+	YKL065W-A	YKL153W
4043	chrXI	315890	316020	+	YKL065W-A	YKL154W
4044	chrXI	317556	317607	+	YKL064W	NA
4045	chrXI	317674	317789	+	YKL064W	NA
4047	chrXI	319725	319758	+	NA	YKL156W
4048	chrXI	319795	319854	+	NA	YKL156W
4049	chrXI	320934	320943	+	NA	NA
4050	chrXI	323094	323150	+	YKL062W	NA
4051	chrXI	323227	323290	+	YKL062W	YKL157W
4052	chrXI	325741	325815	+	YKL061W	YKL160W
4053	chrXI	325978	325998	+	NA	YKL160W
4054	chrXI	328128	328147	+	NA	NA
4055	chrXI	330118	330158	+	YKL058W	NA
4056	chrXI	339146	339209	+	YKL053W	NA
4057	chrXI	339701	339701	+	NA	YKL170W
4058	chrXI	340830	340965	+	YKL051W	NA
4059	chrXI	341103	341340	+	YKL051W	NA
4060	chrXI	341384	341398	+	NA	YKL171W
4061	chrXI	341649	341665	+	NA	YKL171W
4062	chrXI	342364	342416	+	NA	NA
4063	chrXI	345541	345575	+	NA	NA
4064	chrXI	347004	347010	+	NA	NA
4065	chrXI	349423	349455	+	YKL047W	NA
4066	chrXI	353074	353107	+	YKL045W	NA
4067	chrXI	353420	353455	+	YKL045W	NA
4068	chrXI	354044	354142	+	NA	YKL173W
4069	chrXI	355916	355921	+	YKL044W	NA
4070	chrXI	356259	356301	+	YKL044W	NA
4071	chrXI	356474	356544	+	YKL043W	YKL175W
4072	chrXI	358333	358386	+	YKL042W	NA
4073	chrXI	358477	358529	+	YKL042W	YKL180W
4074	chrXI	360025	360058	+	YKL041W	NA
4075	chrXI	360171	360228	+	NA	YKL181W
4076	chrXI	360327	360346	+	NA	YKL181W
4077	chrXI	360594	360610	+	NA	YKL181W
4078	chrXI	362082	362135	+	YKL039W	NA
4079	chrXI	362448	362513	+	YKL039W	NA
4080	chrXI	364621	364659	+	YKL038W	NA
4081	chrXI	364893	364943	+	YKL038W	NA
4082	chrXI	365369	365397	+	YKL038W	NA
4083	chrXI	369774	369820	+	YKL035W	NA
4084	chrXI	370116	370282	+	NA	YKL185W
4085	chrXI	371728	371799	+	YKL034W	NA
4086	chrXI	374394	374448	+	YKL033W-A	NA
4087	chrXI	375421	375458	+	YKL033W	NA
4088	chrXI	381539	381555	+	YKL031W	NA
4089	chrXI	385709	385737	+	YKL028W	NA
4090	chrXI	387433	387513	+	YKL027W	NA
4091	chrXI	389950	389953	+	NA	NA
4092	chrXI	393689	393721	+	YKL023W	NA
4093	chrXI	394246	394267	+	NA	YKL207W
4094	chrXI	402271	402290	+	YKL019W	NA
4095	chrXI	402365	402554	+	YKL019W	NA
4096	chrXI	404050	404098	+	YKL018W	NA
4097	chrXI	404441	404471	+	NA	YKL210W
4098	chrXI	408428	408464	+	YKL015W	NA
4099	chrXI	409908	409924	+	NA	YKL212W
4100	chrXI	418229	418275	+	YKL012W	NA
4101	chrXI	420701	420716	+	NA	NA
4102	chrXI	426179	426213	+	YKL009W	NA
4103	chrXI	426449	426483	+	NA	YKL217W
4104	chrXI	429261	429286	+	YKL007W	NA
4105	chrXI	431738	431769	+	YKL006W	NA
4106	chrXI	431884	431887	+	YKL006W	NA
4107	chrXI	435223	435283	+	YKL004W	NA
4108	chrXI	436032	436035	+	NA	YKL223W
4109	chrXI	436069	436112	+	NA	YKL223W
4110	chrXI	437701	437724	+	YKL002W	NA
4111	chrXI	437882	438063	+	NA	YKL225W
4112	chrXI	442981	443043	+	YKR002W	NA
4113	chrXI	445273	445343	+	YKR003W	NA
4114	chrXI	446691	446729	+	NA	YKR003W
4115	chrXI	447348	447348	+	NA	NA
4116	chrXI	451399	451428	+	YKR007W	NA
4117	chrXI	451623	451635	+	NA	YKR007W
4118	chrXI	452162	452193	+	YKR008W	NA
4119	chrXI	455273	455392	+	NA	NA
4120	chrXI	455682	455748	+	NA	NA
4121	chrXI	455825	455897	+	NA	NA
4122	chrXI	456025	456043	+	NA	NA
4123	chrXI	456171	456224	+	NA	NA
4124	chrXI	461564	461617	+	NA	NA
4125	chrXI	461804	461846	+	NA	NA
4126	chrXI	463902	463919	+	YKR013W	NA
4127	chrXI	463989	464071	+	NA	YKR013W
4128	chrXI	464121	464135	+	NA	YKR013W
4129	chrXI	464301	464344	+	NA	YKR013W
4130	chrXI	466396	466444	+	NA	NA
4131	chrXI	469656	469688	+	YKR016W	NA
4132	chrXI	477918	477950	+	YKR020W	NA
4133	chrXI	478301	478353	+	YKR020W	NA
4134	chrXI	478568	478683	+	NA	YKR020W
4135	chrXI	479149	479196	+	YKR021W	NA
4136	chrXI	483364	483409	+	YKR023W	NA
4137	chrXI	484328	484358	+	NA	YKR023W
4138	chrXI	487725	487755	+	YKR025W	NA
4139	chrXI	491262	491394	+	YKR027W	YKR027W
4140	chrXI	491553	491580	+	NA	YKR027W
4141	chrXI	493874	494021	+	YKR028W	NA
4142	chrXI	500060	500091	+	YKR030W	NA
4143	chrXI	500220	500269	+	YKR030W	NA
4144	chrXI	506805	506915	+	YKR034W	YKR034W
4145	chrXI	507896	507922	+	YKR035W-A	NA
4146	chrXI	514124	514134	+	YKR039W	NA
4147	chrXI	514785	514888	+	YKR039W	NA
4148	chrXI	514960	514999	+	YKR039W	NA
4149	chrXI	515483	515522	+	NA	YKR039W
4150	chrXI	515678	515687	+	NA	YKR039W
4151	chrXI	515852	515853	+	NA	YKR039W
4152	chrXI	516432	516458	+	NA	YKR039W
4153	chrXI	518179	518280	+	YKR041W	YKR041W
4154	chrXI	519305	519320	+	YKR042W	NA
4155	chrXI	520528	520574	+	NA	YKR042W
4156	chrXI	521861	521970	+	YKR044W	NA
4157	chrXI	524127	524168	+	NA	NA
4158	chrXI	526829	526866	+	YKR050W	NA
4159	chrXI	527788	527811	+	YKR050W	NA
4160	chrXI	530794	530842	+	YKR051W	NA
4161	chrXI	531408	531430	+	NA	YKR051W
4162	chrXI	533563	533579	+	NA	NA
4163	chrXI	533923	533932	+	NA	NA
4164	chrXI	534035	534098	+	NA	NA
4165	chrXI	548149	548183	+	YKR055W	NA
4166	chrXI	549559	549625	+	NA	YKR056W
4167	chrXI	551612	551649	+	YKR057W	NA
4168	chrXI	552598	552736	+	YKR058W	NA
4169	chrXI	554399	554483	+	NA	YKR058W
4170	chrXI	554924	554959	+	YKR059W	NA
4171	chrXI	556447	556501	+	YKR060W	NA
4172	chrXI	557545	557762	+	YKR061W	YKR061W
4173	chrXI	557859	557926	+	NA	YKR061W
4174	chrXI	559602	559634	+	YKR062W	NA
4175	chrXI	562497	562531	+	YKR064W	NA
4176	chrXI	567427	567429	+	YKR067W	NA
4177	chrXI	567800	567848	+	YKR067W	NA
4178	chrXI	569971	570057	+	NA	YKR067W
4179	chrXI	570389	570426	+	NA	NA
4180	chrXI	571447	571572	+	YKR069W	NA
4181	chrXI	573551	573616	+	YKR070W	NA
4182	chrXI	573756	573787	+	NA	YKR070W
4183	chrXI	573952	573993	+	NA	YKR070W
4184	chrXI	576248	576325	+	NA	NA
4185	chrXI	578211	578227	+	YKR074W	NA
4186	chrXI	579163	579229	+	YKR074W	YKR074W
4187	chrXI	580388	580452	+	NA	YKR075W-A
4188	chrXI	581333	581365	+	YKR076W	NA
4189	chrXI	581465	581474	+	YKR076W	NA
4190	chrXI	581532	581596	+	YKR076W	NA
4191	chrXI	582005	582267	+	YKR076W	NA
4192	chrXI	582343	582384	+	NA	YKR076W
4193	chrXI	582946	582994	+	NA	YKR076W
4194	chrXI	583589	583633	+	YKR077W	NA
4195	chrXI	584359	584369	+	NA	YKR077W
4196	chrXI	584933	584964	+	YKR078W	NA
4197	chrXI	585926	585948	+	NA	YKR078W
4198	chrXI	590222	590337	+	YKR080W	NA
4199	chrXI	592777	592814	+	YKR082W	NA
4200	chrXI	596614	596630	+	NA	NA
4201	chrXI	599821	599868	+	YKR086W	NA
4202	chrXI	605574	605604	+	NA	NA
4203	chrXI	608771	608813	+	YKR090W	NA
4204	chrXI	609480	609514	+	NA	YKR090W
4205	chrXI	610758	610791	+	NA	YKR090W
4206	chrXI	611192	611221	+	YKR091W	NA
4207	chrXI	611323	611360	+	YKR091W	NA
4208	chrXI	611480	611503	+	YKR091W	NA
4209	chrXI	611791	611803	+	NA	YKR091W
4210	chrXI	614829	614836	+	YKR093W	NA
4211	chrXI	615532	615636	+	YKR093W	NA
4212	chrXI	616507	616546	+	NA	YKR093W
4213	chrXI	616771	616779	+	NA	YKR093W
4214	chrXI	618856	618886	+	YKR095W	NA
4215	chrXI	619082	619092	+	YKR095W	NA
4216	chrXI	619631	619660	+	YKR095W	NA
4217	chrXI	625800	625877	+	YKR095W-A	NA
4218	chrXI	626503	626583	+	YKR096W	NA
4219	chrXI	626647	626658	+	YKR096W	NA
4220	chrXI	626705	626749	+	YKR096W	NA
4221	chrXI	627069	627107	+	NA	YKR096W
4222	chrXI	631005	631011	+	YKR097W	NA
4223	chrXI	631928	632037	+	NA	YKR097W
4224	chrXI	632106	632163	+	NA	YKR097W
4225	chrXI	632337	632347	+	NA	YKR097W
4226	chrXI	635575	635594	+	YKR099W	NA
4227	chrXI	640512	640558	+	YKR101W	YKR101W
4228	chrXI	642954	642991	+	NA	NA
4229	chrXI	643331	643396	+	NA	NA
4230	chrXI	649189	649204	+	NA	YKR102W
4231	chrXI	650078	650093	+	NA	NA
4232	chrXI	650460	650506	+	NA	NA
4233	chrXI	658542	658551	+	NA	NA
4234	chrXI	660783	660799	+	YKR106W	NA
4235	chrXI	660878	660895	+	YKR106W	NA
4236	chrXI	661634	661639	+	NA	YKR106W
4237	chrXII	16153	16202	+	NA	NA
4238	chrXII	17929	17962	+	YLL061W	NA
4239	chrXII	21106	21122	+	NA	NA
4240	chrXII	22547	22555	+	NA	NA
4241	chrXII	23381	23525	+	YLL058W	NA
4242	chrXII	23822	23877	+	NA	YLL006W-A
4243	chrXII	25689	25743	+	NA	NA
4244	chrXII	26233	26272	+	NA	NA
4245	chrXII	26557	26639	+	NA	NA
4246	chrXII	29591	29654	+	YLL055W	NA
4247	chrXII	29778	29875	+	YLL055W	NA
4248	chrXII	29937	29990	+	YLL055W	NA
4249	chrXII	30061	30073	+	YLL055W	NA
4250	chrXII	31203	31246	+	NA	YLL008W
4251	chrXII	34669	34707	+	NA	NA
4252	chrXII	40644	40684	+	YLL049W	NA
4253	chrXII	46641	46668	+	YLL047W	NA
4254	chrXII	49840	49910	+	YLL043W	NA
4255	chrXII	66733	66738	+	NA	YLL019W-A
4256	chrXII	68410	68525	+	YLL035W	NA
4257	chrXII	69098	69113	+	NA	YLL021W
4258	chrXII	70071	70092	+	NA	YLL021W
4259	chrXII	73389	73411	+	YLL033W	YLL025W
4260	chrXII	81309	81358	+	YLL029W	NA
4261	chrXII	82289	82317	+	NA	YLL026W
4262	chrXII	84629	84673	+	YLL028W	NA
4263	chrXII	84782	84806	+	YLL028W	NA
4264	chrXII	85664	85783	+	NA	YLL027W
4265	chrXII	86131	86163	+	NA	YLL027W
4266	chrXII	87187	87264	+	YLL027W	NA
4267	chrXII	87314	87337	+	YLL027W	NA
4268	chrXII	87384	87481	+	NA	YLL028W
4269	chrXII	88557	88576	+	YLL026W	NA
4270	chrXII	91607	91620	+	NA	NA
4271	chrXII	91971	91998	+	NA	NA
4272	chrXII	92773	92826	+	NA	NA
4273	chrXII	93400	93425	+	NA	NA
4274	chrXII	93462	93534	+	NA	NA
4275	chrXII	94189	94315	+	YLL025W	NA
4276	chrXII	94460	94481	+	YLL025W	NA
4277	chrXII	94685	94726	+	YLL025W	NA
4278	chrXII	97813	97858	+	NA	NA
4279	chrXII	100487	100501	+	YLL021W	NA
4280	chrXII	100795	100826	+	YLL021W	NA
4281	chrXII	105658	105675	+	NA	NA
4282	chrXII	111830	111845	+	NA	NA
4283	chrXII	114503	114563	+	NA	NA
4284	chrXII	116294	116356	+	YLL015W	NA
4285	chrXII	119416	119456	+	NA	YLL043W
4286	chrXII	121304	121307	+	YLL014W	NA
4287	chrXII	125477	125581	+	YLL012W	NA
4288	chrXII	126002	126014	+	NA	YLL047W
4289	chrXII	127479	127517	+	YLL011W	NA
4290	chrXII	130090	130136	+	NA	NA
4291	chrXII	130206	130214	+	NA	NA
4292	chrXII	130419	130481	+	NA	NA
4293	chrXII	131691	131701	+	YLL008W	NA
4294	chrXII	131988	132048	+	NA	YLL055W
4295	chrXII	136548	136569	+	YLL006W	NA
4296	chrXII	141056	141089	+	YLL004W	YLL065W
4297	chrXII	143141	143196	+	YLL003W	NA
4298	chrXII	143455	143480	+	NA	YLL066W-A
4299	chrXII	146246	146320	+	YLL002W	NA
4300	chrXII	147823	147860	+	YLL001W	NA
4301	chrXII	151102	151149	+	NA	NA
4302	chrXII	158057	158137	+	NA	NA
4303	chrXII	159867	159899	+	YLR005W	NA
4304	chrXII	160004	160026	+	YLR005W	NA
4305	chrXII	163591	163606	+	YLR007W	NA
4306	chrXII	164375	164404	+	YLR007W	NA
4307	chrXII	166354	166429	+	YLR009W	NA
4308	chrXII	166786	166815	+	NA	YLR009W
4309	chrXII	168989	169054	+	YLR011W	NA
4310	chrXII	174522	174540	+	YLR015W	NA
4311	chrXII	175158	175200	+	YLR015W	NA
4312	chrXII	177600	177655	+	YLR017W	NA
4313	chrXII	178070	178084	+	NA	YLR017W
4314	chrXII	178183	178214	+	NA	YLR017W
4315	chrXII	179977	180079	+	YLR019W	NA
4316	chrXII	180221	180238	+	YLR019W	NA
4317	chrXII	183560	183617	+	YLR021W	NA
4318	chrXII	183742	183766	+	NA	YLR021W
4319	chrXII	188077	188113	+	NA	NA
4320	chrXII	193431	193456	+	YLR025W	NA
4321	chrXII	193658	193710	+	YLR025W	NA
4322	chrXII	194365	194410	+	YLR025W	NA
4323	chrXII	198782	198784	+	NA	NA
4324	chrXII	198844	198929	+	NA	NA
4325	chrXII	199031	199155	+	NA	NA
4326	chrXII	201651	201740	+	NA	NA
4327	chrXII	203514	203551	+	NA	YLR030W
4328	chrXII	204080	204121	+	YLR031W	NA
4329	chrXII	204909	204991	+	YLR032W	YLR032W
4330	chrXII	208111	208136	+	NA	YLR032W
4331	chrXII	208692	208773	+	YLR033W	NA
4332	chrXII	211594	211622	+	NA	NA
4333	chrXII	221054	221067	+	NA	NA
4334	chrXII	223944	223971	+	NA	NA
4335	chrXII	224119	224158	+	NA	NA
4336	chrXII	224815	224829	+	NA	NA
4337	chrXII	227980	227982	+	NA	NA
4338	chrXII	228853	228863	+	YLR041W	NA
4339	chrXII	229177	229199	+	YLR041W	NA
4340	chrXII	229919	230016	+	NA	NA
4341	chrXII	230176	230227	+	NA	NA
4342	chrXII	230799	230892	+	NA	NA
4343	chrXII	231646	231684	+	NA	NA
4344	chrXII	234841	234856	+	NA	NA
4345	chrXII	242190	242215	+	YLR048W	NA
4346	chrXII	242752	243086	+	NA	YLR048W
4347	chrXII	244402	244490	+	NA	NA
4348	chrXII	245561	245636	+	NA	NA
4349	chrXII	245729	245849	+	NA	NA
4350	chrXII	247146	247210	+	YLR052W	YLR052W
4351	chrXII	249143	249186	+	NA	NA
4352	chrXII	249344	249344	+	NA	NA
4353	chrXII	253639	253691	+	YLR056W	NA
4354	chrXII	253783	253804	+	YLR056W	NA
4355	chrXII	254563	254565	+	NA	YLR056W
4356	chrXII	255241	255284	+	YLR057W	NA
4357	chrXII	259005	259055	+	NA	NA
4358	chrXII	259769	259833	+	NA	NA
4359	chrXII	259945	259984	+	NA	NA
4360	chrXII	260065	260080	+	YLR060W	NA
4361	chrXII	260660	260678	+	YLR060W	NA
4362	chrXII	260918	260955	+	YLR060W	NA
4363	chrXII	263149	263181	+	YLR061W	NA
4364	chrXII	263616	263711	+	YLR063W	YLR061W
4365	chrXII	264178	264276	+	NA	YLR063W
4366	chrXII	265397	265443	+	YLR064W	NA
4367	chrXII	267093	267150	+	YLR066W	NA
4368	chrXII	270969	270995	+	YLR068W	NA
4369	chrXII	271185	271218	+	NA	YLR068W
4370	chrXII	273472	273532	+	NA	NA
4371	chrXII	273792	273833	+	NA	NA
4372	chrXII	274099	274156	+	NA	NA
4373	chrXII	274639	274672	+	NA	NA
4374	chrXII	278828	278877	+	YLR072W	NA
4375	chrXII	281156	281221	+	NA	NA
4376	chrXII	281879	281977	+	YLR075W	NA
4377	chrXII	282613	282629	+	YLR075W	NA
4378	chrXII	282880	282908	+	YLR075W	NA
4379	chrXII	283172	283296	+	NA	YLR075W
4380	chrXII	283796	283863	+	YLR077W	NA
4381	chrXII	286768	286782	+	YLR079W	NA
4382	chrXII	287408	287491	+	YLR080W	YLR079W
4383	chrXII	287918	287985	+	NA	YLR080W
4384	chrXII	288737	288761	+	NA	YLR080W
4385	chrXII	302159	302189	+	YLR086W	NA
4386	chrXII	303046	303082	+	NA	YLR086W
4387	chrXII	307546	307582	+	NA	NA
4388	chrXII	315871	315886	+	YLR088W	NA
4389	chrXII	316055	316091	+	YLR088W	NA
4390	chrXII	320649	320748	+	YLR090W	NA
4391	chrXII	320824	320831	+	NA	YLR090W
4392	chrXII	322235	322302	+	YLR091W	NA
4393	chrXII	323007	323028	+	NA	YLR091W
4394	chrXII	323357	323361	+	YLR092W	NA
4395	chrXII	323484	323527	+	YLR092W	NA
4396	chrXII	329679	329687	+	NA	NA
4397	chrXII	332368	332395	+	YLR096W	NA
4398	chrXII	339696	339702	+	NA	NA
4399	chrXII	339739	339754	+	NA	NA
4400	chrXII	341225	341367	+	YLR099W-A	NA
4401	chrXII	341583	341610	+	YLR100W	NA
4402	chrXII	341783	341807	+	YLR100W	NA
4403	chrXII	342202	342321	+	NA	YLR100W
4404	chrXII	342428	342437	+	NA	YLR100W
4405	chrXII	343365	343416	+	NA	NA
4406	chrXII	343471	343643	+	NA	NA
4407	chrXII	346161	346264	+	YLR104W	NA
4408	chrXII	346545	346587	+	YLR104W	NA
4409	chrXII	364068	364116	+	YLR107W	YLR107W
4410	chrXII	364515	364554	+	NA	YLR107W
4411	chrXII	368474	368497	+	YLR109W	NA
4412	chrXII	368739	368744	+	YLR109W	NA
4413	chrXII	368919	368949	+	NA	YLR109W
4414	chrXII	370728	370784	+	YLR112W	NA
4415	chrXII	370980	371009	+	NA	YLR112W
4416	chrXII	371134	371161	+	YLR113W	YLR112W
4417	chrXII	371252	371280	+	YLR113W	NA
4418	chrXII	371464	371506	+	YLR113W	NA
4419	chrXII	371671	371704	+	NA	YLR113W
4420	chrXII	371967	371980	+	NA	YLR113W
4421	chrXII	372076	372134	+	NA	YLR113W
4422	chrXII	373375	373451	+	NA	NA
4423	chrXII	377946	378004	+	YLR115W	NA
4424	chrXII	380818	380873	+	YLR116W	YLR116W
4425	chrXII	385557	385615	+	YLR119W	YLR119W
4426	chrXII	385702	385747	+	NA	YLR119W
4427	chrXII	387828	387916	+	YLR120W-A	NA
4428	chrXII	388158	388171	+	YLR120W-A	NA
4429	chrXII	388478	388581	+	YLR120W-A	NA
4430	chrXII	388759	388796	+	NA	YLR120W-A
4431	chrXII	388907	388930	+	NA	NA
4432	chrXII	389104	389167	+	NA	NA
4433	chrXII	389245	389324	+	NA	NA
4434	chrXII	389581	389587	+	NA	NA
4435	chrXII	390560	390607	+	NA	NA
4436	chrXII	391833	391887	+	NA	YLR124W
4437	chrXII	391974	391996	+	NA	NA
4438	chrXII	395795	395839	+	NA	NA
4439	chrXII	398482	398505	+	YLR128W	NA
4440	chrXII	399601	399647	+	YLR129W	NA
4441	chrXII	401648	401664	+	NA	YLR129W
4442	chrXII	405149	405187	+	NA	NA
4443	chrXII	407309	407309	+	NA	NA
4444	chrXII	407737	407759	+	YLR133W	NA
4445	chrXII	407988	408007	+	YLR133W	NA
4446	chrXII	408366	408423	+	YLR133W	NA
4447	chrXII	410680	410711	+	YLR134W	NA
4448	chrXII	410861	410897	+	NA	YLR134W
4449	chrXII	413178	413264	+	YLR135W	NA
4450	chrXII	415758	415783	+	NA	NA
4451	chrXII	416979	417011	+	YLR137W	NA
4452	chrXII	417232	417264	+	NA	YLR137W
4453	chrXII	417572	417638	+	NA	YLR137W
4454	chrXII	418271	418317	+	YLR138W	NA
4455	chrXII	418398	418476	+	YLR138W	YLR138W
4456	chrXII	423070	423093	+	YLR140W	NA
4457	chrXII	423598	423676	+	YLR141W	YLR140W
4458	chrXII	424585	424709	+	YLR142W	YLR141W
4459	chrXII	425146	425166	+	YLR142W	NA
4460	chrXII	427287	427331	+	YLR143W	NA
4461	chrXII	431431	431471	+	YLR145W	NA
4462	chrXII	431551	431570	+	YLR145W	NA
4463	chrXII	432155	432202	+	YLR145W	NA
4464	chrXII	433843	433879	+	YLR146W-A	NA
4465	chrXII	434577	434630	+	YLR148W	NA
4466	chrXII	437299	437302	+	NA	YLR148W
4467	chrXII	440359	440441	+	YLR150W	NA
4468	chrXII	440734	440812	+	NA	YLR150W
4469	chrXII	441636	441685	+	NA	NA
4470	chrXII	441829	441860	+	NA	NA
4471	chrXII	442913	442956	+	NA	NA
4472	chrXII	444944	444966	+	NA	NA
4473	chrXII	449738	449747	+	NA	NA
4474	chrXII	459843	459898	+	NA	NA
4475	chrXII	460322	460350	+	NA	NA
4476	chrXII	460465	460554	+	NA	NA
4477	chrXII	464028	464028	+	NA	NA
4478	chrXII	490883	490896	+	NA	NA
4479	chrXII	491054	491074	+	NA	NA
4480	chrXII	493529	493554	+	YLR164W	NA
4481	chrXII	493702	493737	+	YLR164W	NA
4482	chrXII	493816	493859	+	YLR164W	NA
4483	chrXII	495035	495144	+	NA	NA
4484	chrXII	497823	497865	+	NA	NA
4485	chrXII	498188	498254	+	YLR167W	NA
4486	chrXII	498882	498916	+	YLR167W	NA
4487	chrXII	500589	500606	+	YLR171W	YLR169W
4488	chrXII	501158	501161	+	NA	NA
4489	chrXII	501282	501313	+	NA	NA
4490	chrXII	502336	502402	+	YLR173W	NA
4491	chrXII	504372	504393	+	YLR174W	NA
4492	chrXII	504531	504550	+	YLR174W	NA
4493	chrXII	506036	506124	+	YLR175W	NA
4494	chrXII	507061	507064	+	NA	YLR175W
4495	chrXII	507229	507251	+	NA	YLR175W
4496	chrXII	507292	507340	+	NA	YLR175W
4497	chrXII	510352	510380	+	YLR177W	NA
4498	chrXII	511005	511028	+	YLR177W	NA
4499	chrXII	512064	512064	+	NA	YLR177W
4500	chrXII	514081	514100	+	NA	NA
4501	chrXII	514560	514597	+	YLR180W	NA
4502	chrXII	515195	515206	+	YLR180W	NA
4503	chrXII	515667	515669	+	NA	YLR180W
4504	chrXII	516063	516126	+	NA	YLR180W
4505	chrXII	517882	517915	+	YLR182W	NA
4506	chrXII	518561	518573	+	NA	YLR182W
4507	chrXII	522432	522470	+	YLR185W	YLR184W
4508	chrXII	522631	522644	+	YLR185W	NA
4509	chrXII	523566	523593	+	YLR186W	NA
4510	chrXII	524604	524668	+	YLR187W	NA
4511	chrXII	524832	524888	+	YLR187W	YLR187W
4512	chrXII	528217	528241	+	YLR188W	NA
4513	chrXII	533129	533147	+	NA	NA
4514	chrXII	534714	534756	+	YLR190W	NA
4515	chrXII	534793	534894	+	YLR190W	NA
4516	chrXII	535225	535242	+	YLR190W	YLR190W
4517	chrXII	535893	535922	+	NA	YLR190W
4518	chrXII	536608	536622	+	NA	YLR190W
4519	chrXII	537200	537269	+	YLR191W	NA
4520	chrXII	540099	540099	+	NA	NA
4521	chrXII	540755	540782	+	NA	NA
4522	chrXII	541154	541185	+	NA	NA
4523	chrXII	541290	541293	+	NA	NA
4524	chrXII	542091	542322	+	NA	NA
4525	chrXII	543888	543910	+	YLR196W	NA
4526	chrXII	546041	546075	+	YLR197W	NA
4527	chrXII	547212	547217	+	NA	YLR197W
4528	chrXII	548961	548994	+	YLR200W	NA
4529	chrXII	550117	550126	+	NA	NA
4530	chrXII	552240	552250	+	YLR204W	NA
4531	chrXII	554003	554086	+	YLR206W	NA
4532	chrXII	554167	554205	+	YLR206W	NA
4533	chrXII	554419	554481	+	YLR206W	NA
4534	chrXII	554584	554616	+	YLR206W	YLR206W
4535	chrXII	556117	556119	+	NA	YLR206W
4536	chrXII	556723	556788	+	YLR207W	NA
4537	chrXII	559435	559516	+	YLR208W	NA
4538	chrXII	561930	561981	+	YLR210W	NA
4539	chrXII	568404	568546	+	YLR214W	NA
4540	chrXII	570800	570887	+	NA	NA
4541	chrXII	571020	571038	+	NA	NA
4542	chrXII	573493	573515	+	YLR219W	NA
4543	chrXII	573946	573978	+	YLR219W	NA
4544	chrXII	576672	576742	+	YLR220W	NA
4545	chrXII	577264	577409	+	NA	YLR220W
4546	chrXII	585366	585437	+	NA	NA
4547	chrXII	586124	586189	+	YLR224W	NA
4548	chrXII	586311	586378	+	YLR224W	NA
4549	chrXII	589305	589318	+	YLR226W	NA
4550	chrXII	591336	591381	+	NA	NA
4551	chrXII	603778	603824	+	YLR230W	NA
4552	chrXII	603869	603906	+	YLR230W	NA
4553	chrXII	609716	609754	+	YLR234W	NA
4554	chrXII	612232	612322	+	YLR237W	NA
4555	chrXII	613003	613039	+	NA	YLR237W
4556	chrXII	614663	614696	+	YLR238W	NA
4557	chrXII	617491	617532	+	YLR240W	NA
4558	chrXII	620405	620435	+	YLR241W	NA
4559	chrXII	620917	620971	+	NA	YLR241W
4560	chrXII	623743	623753	+	YLR243W	NA
4561	chrXII	624121	624173	+	YLR243W	NA
4562	chrXII	626498	626575	+	YLR246W	NA
4563	chrXII	627103	627141	+	YLR246W	YLR246W
